col_name,420,122,243,252,458,199,73,Agg
creatinine_last,1903.2756,433.4709,1403.8972,4011.3071,2227.7366,1965.5916,5773.12,14436.729
FUROSEMIDE,1468.2468,0.0,488.39905,286.8877,239.0867,0.0,510.23267,3285.342
creatinine_min,837.5333,593.4723,937.1764,244.33601,390.16827,164.94319,1629.0883,1744.4349
glucose_min,728.30084,301.56467,103.445335,689.4371,264.52692,247.7621,492.1178,2137.136
glucose_last,708.3413,315.54532,195.1698,197.50871,130.69534,259.11948,456.93027,1862.8083
wbc_max,681.9281,76.119484,154.5057,257.81165,82.922424,143.86899,238.35344,1079.4528
sysbp_last,594.06116,209.14813,617.0379,135.06485,232.6426,431.0222,251.10892,2154.6152
resprate_max,576.07776,374.2213,286.55954,175.38995,160.89406,225.26225,778.7468,731.4969
meanbp_first,562.6137,140.54869,203.02219,299.94135,398.32928,210.66942,241.14484,1493.6462
spo2_min,540.3506,271.7101,179.63187,170.21616,326.07086,168.22728,406.25366,526.11005
METOPROLOL,512.94196,25.589092,287.018,69.23824,100.11095,451.27216,0.0,1795.2395
creatinine_max,475.07996,1553.0431,702.20435,887.4027,443.2282,293.53555,271.49896,3616.6304
meanbp_last,465.11716,203.71689,170.11258,23.747004,291.4926,362.22156,229.2439,770.467
bg_pao2fio2ratio_max,453.84747,313.01126,165.2721,123.664505,66.44889,281.1213,691.183,200.52806
platelet_last,437.02203,304.51117,261.94968,83.67171,237.20915,251.27266,578.52185,823.34247
heartrate_first,436.20532,96.49479,305.4932,271.55743,482.57596,382.33105,414.12912,973.9121
urineoutput_sum,434.29453,467.7963,462.44055,642.2541,362.41837,300.60666,403.17065,1515.5433
tempc_last,413.92444,349.0852,200.1454,159.34395,164.82838,322.8067,378.312,1104.9618
lactate_first,387.21353,17.527695,336.69647,118.05572,93.94197,234.22578,348.66006,901.6874
diasbp_min,380.29523,145.79996,206.53227,279.55902,148.33572,171.63304,783.39496,766.3095
HEPARIN,379.65237,0.0,0.0,0.0,0.0,243.93488,52.31737,302.58237
tempc_max,370.78894,393.0065,183.43863,94.03084,97.47392,239.83492,272.2407,965.2151
potassium_last,365.7835,189.2639,77.80179,501.05295,161.14374,79.57315,224.46974,394.34915
bg_paco2_last,356.1814,162.31003,255.33386,144.7524,241.49129,286.8182,382.97842,737.9744
meanbp_max,353.35593,342.82028,328.10504,157.12682,114.414055,396.39627,685.4431,903.4155
age,344.52612,179.28328,151.10652,348.15646,404.64145,243.77437,448.39362,1570.4916
sysbp_first,329.95157,164.98494,308.67868,292.2555,398.6067,375.71103,564.2884,1012.3355
tempc_first,328.68436,195.69247,237.4775,290.34912,262.3633,123.058395,195.23796,941.0919
glucose_max,327.44916,191.60655,532.0298,874.0232,620.551,876.66327,448.6697,2512.1194
calcium_min,327.04932,42.21691,45.735703,126.1176,111.02286,118.46645,245.3471,1492.55
resprate_min,321.8923,126.22137,69.332596,163.97725,116.106514,245.31741,725.803,1028.9463
sodium_max,316.00366,71.2136,85.289116,18.74661,72.86298,509.4547,321.83237,926.88116
resprate_first,311.00812,274.78265,461.9554,130.09727,447.79736,174.24927,405.66772,749.39795
potassium_max,310.10315,86.025,308.09833,383.63803,77.59467,130.3962,178.35226,2067.663
diasbp_first,296.51785,236.10732,285.88733,237.21396,212.86414,162.14482,554.2217,1005.78796
spo2_max,283.9033,106.6881,51.365635,157.26675,45.41735,15.576807,199.14586,379.24234
diasbp_last,281.0154,158.68318,491.71442,319.0932,387.91135,237.66357,296.6345,1290.9742
bun_max,280.16693,36.88541,540.3468,332.82938,226.47171,364.89792,372.6363,945.14813
bg_ph_first,279.8922,441.4189,149.84824,84.69092,121.70111,228.15776,405.2989,736.469
hematocrit_max,279.68127,233.69522,85.8623,90.36298,73.186386,202.26741,370.39725,541.1989
spo2_last,279.44055,142.75922,41.508373,271.82883,166.88104,357.38385,480.22742,759.2362
bun_first,275.59048,128.97574,69.13467,19.90171,60.820812,270.6738,301.63675,454.40552
heartrate_last,273.10794,287.38394,248.60425,255.02939,202.80971,267.65015,400.09482,663.1768
tempc_min,265.0625,415.3615,138.92088,180.00374,325.28708,274.1978,634.3708,694.8426
bg_ph_last,262.35513,131.21227,220.06097,152.1978,166.96007,152.03786,556.7934,897.2878
calcium_max,252.51366,74.01909,56.853893,98.538536,80.9894,101.440605,359.55536,890.7055
hematocrit_last,252.03172,462.44092,39.073704,39.750366,56.858826,114.30782,470.02353,1382.3217
