col_name,420,122,243,252,458,199,73,Agg
creatinine_last,2195.6904,1119.268,956.1691,1632.7861,2433.8098,853.97107,3369.1853,8506.005
ASPIRIN,706.5757,14.041332,570.6509,58.13953,0.0,45.610374,421.8428,1711.333
urineoutput_sum,670.9383,136.60814,558.4423,589.468,388.22623,322.11832,282.1272,1530.1837
glucose_max,663.27545,387.988,671.8687,624.7009,558.5636,208.49995,259.01532,3473.0903
FUROSEMIDE,627.38306,0.0,187.00114,328.32242,2041.2498,91.314316,666.68524,4324.032
glucose_min,556.602,181.05879,183.99464,294.48843,93.29748,196.40211,379.46243,2432.2634
bg_pao2fio2ratio_min,548.14923,389.57178,395.4935,165.03069,289.89767,55.588463,365.27386,1682.2021
calcium_max,526.2257,132.39703,160.92078,132.06905,18.80912,107.665245,136.93472,642.58936
age,488.35703,205.69824,177.08302,497.38983,332.97113,251.09764,473.42532,1248.7897
platelet_min,475.0142,27.90205,77.70696,145.78279,145.20906,410.12564,416.7483,327.3849
bun_last,454.73807,264.21646,72.71121,139.78972,112.0925,606.765,73.837746,1974.8964
bg_pao2fio2ratio_first,426.79135,88.30043,350.26154,178.16978,242.30223,70.50402,304.4387,560.5109
BMI,414.09006,278.01874,219.50829,350.7002,222.00829,392.875,473.9272,395.4237
resprate_last,413.73907,280.16983,140.10542,180.54405,200.07072,419.1377,356.59833,803.82886
wbc_max,400.9558,143.66373,157.25677,69.723595,119.45787,149.47902,397.13312,419.50412
creatinine_min,394.1348,196.44632,583.96625,682.97394,330.67334,401.51218,1273.0592,688.5901
heartrate_max,386.41003,172.84818,138.66771,211.30261,93.3686,495.4947,322.5862,615.7354
platelet_first,361.5299,300.2742,83.80107,260.3201,104.18797,293.64838,256.54495,702.2014
glucose_last,334.7579,211.11064,178.34065,309.43295,144.70035,978.4693,406.13083,1085.403
hematocrit_last,317.34265,265.68378,93.17449,182.79832,73.71898,231.27385,400.7047,653.6465
hemoglobin_first,317.05954,266.76895,173.99422,144.10794,130.37254,276.17667,53.901566,1058.4441
sysbp_max,313.2092,145.47173,260.65363,209.5933,98.903114,319.498,222.41574,2053.9177
bg_pao2_max,305.06488,236.3124,534.61115,56.50226,247.11261,90.71337,343.40778,716.74896
creatinine_first,300.85132,261.1711,355.65955,492.44333,216.93039,97.426956,531.6342,792.3736
creatinine_max,298.24094,1065.2786,1459.373,2055.1396,258.89514,689.0182,2024.273,7656.2974
diasbp_max,294.5978,133.73796,157.57669,234.90399,200.95836,100.83792,253.55371,1446.364
platelet_last,288.20404,325.48724,172.09888,119.11291,340.76013,252.34882,399.69727,990.6672
meanbp_min,284.795,101.67797,384.0717,82.5674,203.7168,246.57063,294.70078,569.7132
SENNOSIDES,279.85992,0.0,154.9204,0.0,0.0,37.22525,0.0,0.0
platelet_max,268.1715,57.56878,164.57936,148.06982,142.0844,325.39178,273.45728,397.8528
bun_min,252.44424,92.300934,131.77103,202.18074,94.2699,169.62567,96.63472,785.1577
sysbp_last,236.73607,185.49565,199.91962,303.8263,109.79571,161.96777,602.1477,1041.0092
potassium_max,231.65408,106.62303,51.143204,461.26538,93.85285,94.53638,335.8589,1410.4791
calcium_min,229.29431,99.796135,115.64508,106.156784,40.1435,92.94213,278.26163,862.68585
resprate_max,227.21017,853.3146,176.94627,148.46335,204.13936,224.21251,457.76474,949.46265
albumin_max,226.10919,19.242542,104.43689,34.33059,55.703114,152.60228,81.80882,1475.2352
meanbp_last,226.00981,232.76785,233.79524,213.04865,138.3487,247.5501,337.80295,611.26294
tempc_max,222.92769,157.63063,211.89203,26.112196,278.4413,96.46267,647.2259,1227.787
heartrate_last,217.54715,63.27735,243.0601,228.83171,132.387,336.953,500.5547,1251.225
diasbp_min,215.70433,124.119606,146.88039,226.2428,309.9522,188.18983,463.98105,1026.606
potassium_last,213.1873,189.08955,154.40143,115.7704,132.87923,225.07071,139.56514,658.10504
diasbp_first,210.36009,82.0351,324.56604,160.02344,120.70144,273.77115,381.86597,773.52765
bg_paco2_min,203.14333,380.54788,322.09293,244.561,149.13768,167.18979,206.30667,1455.7301
wbc_first,203.02554,317.2367,169.66418,173.23878,55.206356,178.32816,819.28516,1296.9305
lactate_first,202.84125,353.2887,138.01515,271.45767,183.80309,393.70236,247.8565,438.5219
hemoglobin_max,191.16716,98.900925,246.74727,282.83,243.62485,126.40782,274.87515,978.594
bun_first,187.4989,146.58408,105.334465,129.1534,73.2866,138.1109,150.58972,212.76253
OXYCODONE,181.57758,0.0,70.747826,0.0,9.96158,20.083866,22.084751,24.92785
bicarbonate_last,181.05199,67.81627,96.04792,135.7447,90.46891,166.83328,107.07041,767.87384
bg_ph_first,180.40231,252.62572,219.06447,123.27603,274.02853,159.55429,238.78976,851.6813
bg_pao2_first,179.70728,153.0757,228.12727,216.19759,288.9941,391.02933,383.5222,628.43665
glucose_first,178.25421,200.074,273.21548,278.71667,220.64989,302.2312,394.9584,703.26556
bg_pao2fio2ratio_max,171.72597,182.99374,100.89709,107.35694,164.92929,176.21637,417.0525,649.7418
meanbp_max,168.61707,112.82757,229.1764,120.46191,189.80959,199.23651,293.40396,968.0614
bg_ph_min,167.64041,335.90277,409.41953,94.042496,202.30643,71.78586,309.59872,1104.6161
bg_pao2_last,167.16034,274.87088,143.34874,168.85738,221.20407,141.69359,277.46585,579.19403
bg_pao2_min,166.80249,247.20416,122.50481,108.94382,170.27654,328.40143,349.3598,508.80402
hematocrit_min,163.9644,233.78416,41.81054,151.71686,96.60666,185.3737,165.0792,551.22034
calcium_last,163.72995,253.54404,9.469952,98.954346,150.52284,261.96545,263.79367,1305.7179
heartrate_first,161.51959,321.5489,304.3732,355.48654,185.62227,158.75497,444.49786,705.21747
hematocrit_first,156.5942,76.25994,253.41924,79.56396,54.201965,99.51527,154.93135,646.54205
TACROLIMUS,155.61441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sodium_first,155.501,190.52382,26.540085,81.17977,38.71937,264.48865,169.72049,341.2098
electivesurgery,154.92612,140.07452,0.0,8.474334,46.208797,16.417202,0.0,553.5197
potassium_first,154.71854,136.71864,121.280106,58.41724,210.39386,375.55753,241.70961,458.5067
tempc_min,151.58765,78.670746,47.57008,161.23106,434.8428,56.89644,533.254,1477.8508
sysbp_min,150.05632,230.22084,84.514725,360.7055,404.58432,251.12155,357.33093,358.58566
tempc_first,147.75502,208.15302,72.16632,357.30072,250.51768,316.68942,225.85252,1047.3859
lactate_max,146.23184,251.19724,28.677237,101.322464,114.939705,218.5056,51.520702,283.5305
bg_ph_max,143.97557,321.77652,205.23204,462.6473,164.95944,117.30528,306.35315,405.1176
resprate_first,142.84998,158.24353,242.68,257.3641,131.47725,133.9107,98.91447,589.444
hematocrit_max,142.64404,150.98975,173.2233,272.5817,52.559135,125.12399,249.1101,319.14813
tempc_last,142.50143,113.86969,280.3527,163.04001,76.75719,157.11694,160.12994,720.9604
albumin_last,142.49196,134.53677,85.22344,219.54626,93.600685,81.23973,143.68944,266.16803
CEFTRIAXONE,138.7035,0.0,0.0,0.0,0.0,0.0,7.1646943,510.44186
sysbp_first,138.52295,302.24258,280.43604,668.3797,552.8051,205.64981,372.89542,528.8375
bg_baseexcess_last,133.073,45.71853,119.12068,72.05628,59.47233,83.42981,170.8464,451.57455
wbc_min,131.71559,211.41957,94.888954,320.85776,237.19348,172.50598,149.80092,528.86896
heartrate_min,128.78427,101.37707,216.80956,204.80205,133.69986,144.81206,669.26074,1059.0704
wbc_last,126.66498,537.63324,295.24203,173.71579,172.69922,186.92871,126.9547,1603.5796
sodium_last,122.977936,92.167175,133.81061,145.006,51.89319,310.41864,79.866806,642.3525
bg_baseexcess_first,121.88444,101.69126,86.26573,144.21733,58.768642,225.61865,192.10349,281.23672
meanbp_first,120.93604,320.08667,568.45215,199.15706,526.5941,345.93683,581.2938,1857.3617
hemoglobin_min,119.72496,165.7782,139.25227,205.29083,75.154305,127.849915,243.48083,454.1231
bg_pao2fio2ratio_last,118.311134,183.30191,298.68256,193.03407,109.57953,166.84863,495.93933,848.76056
bg_ph_last,115.98286,172.20415,130.94493,170.07083,136.49927,499.5284,458.28094,1048.9017
hemoglobin_last,112.52043,221.35966,194.41866,87.102135,116.11452,149.93393,216.12006,736.0179
sodium_min,108.252846,194.05919,89.80545,114.61798,252.8869,439.99792,103.14452,973.33044
calcium_first,107.81637,152.29518,75.98532,262.82675,370.80228,113.05499,182.20413,1058.1355
lactate_last,99.06175,69.70816,79.88092,117.47874,544.3893,101.96572,101.456245,649.95197
spo2_last,98.4038,83.91194,54.766136,80.28779,298.2766,199.87943,325.40466,356.55142
lactate_min,93.468025,119.92605,186.5156,85.152054,115.35479,112.605,158.37416,174.06494
HEPARIN,91.52097,0.0,0.0,8.740621,0.0,45.768463,80.296715,408.68744
bg_baseexcess_max,90.14117,197.06514,68.82708,93.356575,73.95449,210.99722,207.60794,295.3188
bun_max,85.9914,0.0,79.45879,74.73764,70.51554,483.63312,245.47318,715.5059
LABETALOL,85.06257,9.747203,0.0,35.43635,0.0,0.0,0.0,431.2441
diasbp_last,83.23358,211.4347,319.86157,177.1791,231.33173,247.08206,465.01727,1060.67
METOPROLOL,80.59282,59.256207,271.63394,0.0,3.7035418,40.673256,29.352182,0.0
spo2_min,76.89569,114.62829,329.21545,108.12124,288.48462,133.98943,225.65819,301.68198
ASPART,75.70695,0.0,792.58954,0.0,0.0,21.677057,0.0,483.88864
bicarbonate_first,75.279495,156.98616,54.78814,131.37172,204.75601,88.559296,179.90814,308.5464
resprate_min,74.20852,39.948555,96.50667,185.11378,70.924225,109.325836,317.64853,1097.537
bg_baseexcess_min,73.7941,54.153446,175.88322,265.89612,71.81081,143.51271,75.04327,458.6997
bg_paco2_last,72.74696,87.38358,122.531494,168.08513,335.3701,165.38876,226.25995,311.2257
bilirubin_first,72.637665,121.74513,136.46701,73.976814,125.91471,250.46098,436.76526,333.11365
MORPHINE,71.49249,0.0,17.800203,0.0,25.300205,0.0,32.420197,242.89267
sodium_max,70.891205,135.7141,125.60441,147.74138,49.565857,467.1782,288.8241,576.0498
spo2_max,69.259674,30.121254,41.2639,284.50494,26.860106,163.83269,247.7186,376.70956
PANTOPRAZOLE,66.667984,56.777714,93.09009,0.0,42.908806,0.0,24.271835,95.1639
bilirubin_last,63.714615,107.44753,76.091835,134.97868,21.182842,94.795105,74.136345,937.53394
potassium_min,62.928104,367.99304,223.8442,134.89395,150.28873,410.57693,146.67113,1615.3909
RINGERS SOLUTION,62.693684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inr_first,62.321873,35.352238,163.95123,59.446037,153.00641,121.1615,219.07771,610.08026
VANCOMYCIN,57.744476,0.0,52.60622,92.057144,19.93474,0.0,0.0,313.97726
bicarbonate_max,57.47778,151.6817,115.199524,23.527735,191.495,150.34352,66.03286,794.58203
spo2_first,53.21068,89.27526,250.97902,164.72043,222.52087,92.55172,291.2652,1174.2631
albumin_first,49.613155,39.453266,165.57448,492.6212,303.15463,286.79523,108.50363,262.2957
bg_paco2_first,48.18449,189.65833,194.64165,209.04495,159.88972,653.6833,287.98578,279.46143
inr_max,46.162148,22.452133,179.8721,21.526628,207.57097,130.83597,392.41138,720.90155
ALBUMIN,41.741154,0.0,0.0,0.0,0.0,189.4908,342.11572,375.15115
bg_paco2_max,39.223213,270.17014,164.11273,142.64737,82.52728,143.867,387.51132,733.28314
LEVETIRACETAM,37.73202,0.0,30.995232,0.0,0.0,0.0,0.0,28.451273
SODIUM CHLORIDE,37.217396,20.330454,3.4053674,321.5621,38.417664,180.39473,5.7363133,145.62692
bilirubin_min,36.083775,135.72687,43.143997,73.69063,27.641268,45.651127,93.970215,355.61478
POTASSIUM PHOSPHATE,35.936783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTASSIUM CHLORIDE,34.551655,97.6503,388.40732,55.95948,0.0,8.373509,209.81583,0.0
bicarbonate_min,34.502815,187.91167,206.59668,66.128105,171.93921,83.03027,263.46292,576.6925
THIAMINE,34.039635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PREDNISONE,31.419964,0.0,0.0,0.0,0.0,0.0,0.0,8.856856
TAMSULOSIN,29.647001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inr_last,27.022655,151.10036,181.99716,39.353825,65.73869,87.18077,318.8301,1144.2401
ONDANSETRON,26.890524,0.0,0.0,63.428013,247.35088,68.57616,384.05463,0.0
LISPRO,25.571096,0.0,0.0,0.0,20.575876,0.0,207.48615,146.97092
LACTULOSE,25.496164,0.0,0.0,0.0,0.0,0.0,0.0,7.709984
DIAZEPAM,23.999426,0.0,76.37951,0.0,0.0,0.0,0.0,63.136337
DOCUSATE,23.26542,0.0,8.721321,53.098316,36.476173,0.0,37.428123,12.11658
albumin_min,22.163813,43.650784,36.36898,286.22867,239.24403,118.0611,138.78958,418.69052
inr_min,21.541477,71.58935,214.06981,0.0,42.934017,112.97197,35.29999,541.84265
