col_name,Agg
creatinine_last,37.962819779045255
FUROSEMIDE,34.95389118078371
INSULIN,25.45954838541241
creatinine_min,25.025220102117448
ASPIRIN,24.690502850644833
glucose_max,17.67353418101023
age,16.221338252673537
diasbp_last,15.118426818886922
meanbp_max,14.33121429110747
tempc_min,13.736259249655035
meanbp_first,13.721756239498324
creatinine_max,13.533768479182816
sysbp_first,12.858291753850235
calcium_first,12.536192154137678
glucose_min,12.36188866155248
sysbp_max,11.94594070918033
creatinine_first,11.617644368170353
POTASSIUM CHLORIDE,11.43229327118358
electivesurgery,11.358414419092158
heartrate_min,11.340326696249395
ACETAMIN,10.899596707857134
wbc_first,10.668036968502335
wbc_max,10.39148349067741
bg_paco2_min,10.11953743749319
SODIUM CHLORIDE,9.93668780065208
bg_baseexcess_first,9.784090471504568
bun_last,9.592650699315131
VANCOMYCIN,9.510073909374732
hemoglobin_first,9.372275000230346
SENNOSIDES,8.914991928348023
potassium_max,8.730036393495201
DEXTROSE,8.710034655646343
sodium_min,8.58523896311005
hematocrit_first,8.543939182564044
FENTANYL,8.045658548001866
bg_pao2fio2ratio_min,8.041954242288522
bg_pao2fio2ratio_first,7.872080943351801
ONDANSETRON,7.79571133125602
glucose_first,7.7064783608418965
race_other,7.4176816042496565
bg_ph_min,7.24564744782004
spo2_first,7.012452945866007
BMI,6.866647650995584
meanbp_min,6.62701468074688
CHLORHEXIDINE,6.546705528123201
MIDAZOLAM,6.465831099518782
potassium_last,6.210246279520469
hemoglobin_min,6.165781171415201
bg_ph_last,6.132805090690972
albumin_first,5.804045324968303
bun_min,5.802875247072385
bg_pao2_max,5.6129241722373715
resprate_min,5.4849262246308905
hemoglobin_max,5.4179140246299005
glucose_last,5.34543522257665
CEFAZOLIN,5.255673512871436
bicarbonate_min,5.182281214000031
bun_max,5.069701832098311
sodium_max,4.9974709785090115
tempc_first,4.996656952657343
tempc_max,4.905159938434929
bilirubin_max,4.791601141924748
platelet_max,4.778374474277563
PANTOPRAZOLE,4.663350577498247
hematocrit_last,4.656508907701322
bg_pao2_last,4.644529351542516
bg_baseexcess_max,4.628761948168973
lactate_min,4.553782898789686
albumin_last,4.542099676067021
DOCUSATE,4.51876231359494
heartrate_last,4.46601951089194
race_black,4.280842517508606
bg_baseexcess_last,4.278304220583698
bun_first,4.045100329273935
potassium_min,4.015512100421145
inr_max,3.9975163170709487
wbc_last,3.990101591198637
platelet_last,3.6949749077508125
ALBUMIN,3.6946253496304
LISPRO,3.6900952165090812
is_female,3.4600976341632577
bg_ph_first,3.4534086495332903
bg_pao2_first,3.4478778618975636
HYDROMORPHONE,3.4184803136350816
albumin_min,3.319824094256707
hemoglobin_last,3.215461229963631
spo2_last,3.17377920828444
platelet_first,3.162965202102192
MORPHINE,3.139626966043329
tempc_last,3.003347842909787
sysbp_last,2.838097620881667
resprate_first,2.791406628677575
hematocrit_min,2.6975681641730302
wbc_min,2.618207055659403
PROPOFOL,2.553936035660196
HYDROCODONE,2.526199388888867
NOREPINEPHRINE,2.506651082720048
sodium_first,2.3726821460949976
ATORVASTATIN,2.3123856117205785
OXYCODONE,2.225842200905758
bg_ph_max,2.202210627533214
platelet_min,2.17446672971424
albumin_max,2.115818144812471
BISACODYL,2.0844487453928893
calcium_last,2.069096038029667
AMIODARONE,2.066745102129306
HEPARIN,1.9992078651510485
