col_name,Agg
FUROSEMIDE,41.704572130161054
creatinine_min,36.013837603493855
creatinine_last,34.59437987086454
meanbp_first,24.555480933005203
hemoglobin_first,22.870302438783114
diasbp_last,21.932109910860763
POTASSIUM CHLORIDE,20.723560521926206
potassium_min,19.521988803199577
sysbp_max,19.370652379392236
MAGNESIUM SULF,18.175720032965334
VANCOMYCIN,18.163419513710068
glucose_max,17.13576985972238
potassium_max,16.693359469575395
age,16.469124896771977
sysbp_last,15.686411602283133
heartrate_last,15.126135350882159
glucose_last,14.883197868679408
heartrate_min,14.736741253404581
BMI,14.277756308323
INSULIN,14.198022721425213
spo2_last,14.028349454910682
tempc_min,13.889458901562193
hematocrit_max,12.802706263044856
HEPARIN,12.200984089322006
ASPIRIN,12.182736520806825
diasbp_max,11.747944028897491
calcium_first,11.409314571430809
METOPROLOL,11.373722363551929
diasbp_first,11.348884994446623
bun_min,11.219934870035615
electivesurgery,10.909178376226492
tempc_first,10.907253543492999
hemoglobin_min,10.759686649195286
spo2_max,10.577180566278717
bg_baseexcess_min,10.282018677809745
bg_paco2_min,9.029840653681335
bun_max,8.971300009915383
sodium_max,8.894901048824575
heartrate_first,8.840761050444872
wbc_max,8.833755064124425
bicarbonate_min,8.733162341048628
sysbp_min,8.15626449813922
race_other,8.068906976716908
ONDANSETRON,8.039268980446128
wbc_last,8.01839863143384
bg_ph_min,7.957861092247423
lactate_first,7.7680753607483854
creatinine_first,7.743992605829465
PANTOPRAZOLE,7.365909091438905
CHLORHEXIDINE,7.27394518135644
bg_pao2_first,7.0926056337781285
creatinine_max,6.965392356820317
platelet_first,6.961245974125599
is_female,6.958481648317137
lactate_max,6.835041683594056
glucose_min,6.830687472555016
bg_paco2_max,6.77994989835566
bg_paco2_first,6.625547401660089
ALBUMIN,6.493661408674814
meanbp_last,6.460743749442129
DEXTROSE,6.355694968247068
AMIODARONE,6.31671550063756
bg_ph_last,6.10236500616433
bilirubin_max,6.057352403558597
bg_pao2_max,6.042738772904436
bilirubin_last,5.925985654929614
albumin_first,5.771952451970549
ACETAMIN,5.764381892902607
spo2_min,5.658817217173309
hemoglobin_max,5.641160524463165
inr_min,5.578712974558007
urineoutput_sum,5.341851690640179
hematocrit_last,5.2008429130333615
MORPHINE,5.0853880455776865
bg_baseexcess_first,4.895848583187789
IPRATROPIUM,4.674749056388771
DEXMEDETOMIDINE,4.658797968959385
calcium_last,4.572656103449442
potassium_last,4.526739764642415
HYDROMORPHONE,4.428851265780858
bg_pao2fio2ratio_min,4.4012069856836975
bun_last,4.354648940250784
bg_pao2fio2ratio_last,4.081215798124175
heartrate_max,3.858788181629114
bicarbonate_max,3.7973044536733496
SENNOSIDES,3.747398795170219
hematocrit_min,3.743353359773307
ATORVASTATIN,3.729003532901025
hemoglobin_last,3.724076111408765
resprate_first,3.629416738423758
LISPRO,3.551817723184897
race_black,3.547438981927621
NOREPINEPHRINE,3.430891913506954
albumin_max,3.398441959201895
bg_pao2fio2ratio_first,3.3554387878243213
bg_baseexcess_max,3.1935133797755357
meanbp_max,3.124014843911136
inr_max,3.1144963019992398
spo2_first,3.1106444008593477
FENTANYL,2.932457913353477
DOCUSATE,2.8759437031576134
ALUM HYDROXIDE,2.8670628396228635
sodium_last,2.6456995527775446
bilirubin_min,2.598554704073671
FAMOTIDINE,2.5661974409516106
bg_baseexcess_last,2.5147112157204035
albumin_min,2.511827716058784
OMEPRAZOLE,2.4042270292499657
MUPIROCIN,2.3753847049982744
bilirubin_first,2.348302892848577
SODIUM CHLORIDE,2.288541921868012
OXYCODONE,2.280709943661369
LACTATED RINGER,2.252909045280727
resprate_min,2.120342244135726
potassium_first,2.0969402919079476
wbc_min,2.021656500242725
calcium_min,1.9898327790728245
bg_paco2_last,1.9690782823385193
inr_first,1.9612070637133765
lactate_last,1.8650482095401844
ASPART,1.8118300332408694
AMLODIPINE,1.7655685616944268
lactate_min,1.7648034847623713
sysbp_first,1.676526629608491
inr_last,1.6593437091495946
diasbp_min,1.5299170855090338
bicarbonate_first,1.4885021032661727
SODIUM BICARBONATE,1.3870053910563938
bg_pao2_last,1.3364338318298998
MIDAZOLAM,1.2145377739816385
BISACODYL,1.1973089440417621
calcium_max,1.1770072233320334
hematocrit_first,1.1634971777723595
resprate_max,1.1533990696804468
NITROPRUSSIDE,1.1392059833998123
LORAZEPAM,1.1102418545830157
CALCIUM GLUCONATE,1.0783938764465355
bg_ph_max,1.0571855922063649
ALTEPLASE,1.0563271787374764
albumin_last,1.0071825324258528
bg_pao2_min,0.9817853362217638
meanbp_min,0.9746663919024672
SIMVASTATIN,0.958540521943849
FOLIC ACID,0.9453915685466447
CARVEDILOL,0.9062086419187401
THIAMINE,0.7554039772731012
LABETALOL,0.7225577370183632
platelet_min,0.6982620639821409
HYDROCORTISONE,0.658258505869172
VITAMIN,0.6582416444646995
HYDROCODONE,0.6506014297788161
METHYLPREDNISOLONE,0.650567898348337
bicarbonate_last,0.6462563429116802
LEVETIRACETAM,0.6438562140871512
ENOXAPARIN,0.6364594930789618
GLARGINE,0.625905823466961
LEVOTHYROXINE,0.6128594653498166
DIPHENHYDRAMINE,0.5841320521080072
PHENYLEPHRINE,0.5824958114210738
POLYETHYLENE GLYCOL,0.571421938836372
bg_pao2fio2ratio_max,0.5691072758783156
TRAMADOL,0.5426628892007006
sodium_first,0.5383161794221603
NALOXONE,0.5382727812695759
glucose_first,0.5351037181646239
ZOLPIDEM,0.5307033658958608
CLOPIDOGREL,0.44341900232391557
PROPOFOL,0.4392559693357926
LIDOCAINE,0.43511132117090046
KETOROLAC,0.4248494151986416
RINGERS SOLUTION,0.41742838145981986
MAGNESIUM HYDROXIDE,0.3982605830127376
ALBUTEROL,0.3971152030696205
LACTULOSE,0.3941126363092512
ALPRAZOLAM,0.37156108113972364
CEFEPIME,0.34618323595868367
IOPAMIDOL,0.3354257726926345
METOCLOPRAMIDE,0.3302096062350735
ALLOPURINOL,0.32657798508158864
BIOTENE,0.30624610651097967
METRONIDAZOLE,0.29814985606819777
HYDRALAZINE,0.29317855432753515
tempc_max,0.28656033153891347
wbc_first,0.265874280221124
DIAZEPAM,0.2613779052099344
CALCIUM CARBONATE,0.261044592025811
GABAPENTIN,0.23939486330909399
PRAVASTATIN SODIUM,0.23586547925424936
CEFAZOLIN,0.23294936420494008
PNEUMOCOCCAL,0.2285234594357284
GLUCOSE,0.21622557936288286
AMINOCAPROIC ACID,0.18911559513889536
MAGNESIUM OXIDE,0.1825138724045216
race_hispanic,0.1794826682864152
CLONIDINE,0.17934038161784885
ATROPINE,0.17268518594936094
SODIUM PHOSPHATE,0.1675237179023736
tempc_last,0.16295397206502274
ROCURONIUM,0.15576235786887133
INFLUENZA VAC,0.15442961210516015
TIOTROPIUM,0.15190402367706726
PROMETHAZINE,0.1332370318245913
MEROPENEM,0.12249402216311915
LOSARTAN,0.11886989649324045
HALOPERIDOL,0.11638428483100674
TAMSULOSIN,0.11296905633604258
LEVOFLOXACIN,0.10760467104059333
DILTIAZEM,0.10728952772159403
DIGOXIN,0.10562125915685933
NICOTINE,0.09867022165132379
resprate_last,0.08884610975823455
LORATADINE,0.08859937663062217
FERROUS,0.08858641854270893
FLUTICASONE-SALMETEROL,0.0870814799761443
CALCIUM CHLORIDE,0.08376078747618845
AZITHROMYCIN,0.07865893169178088
PLASMA-LYTE,0.0767303713034167
WARFARIN,0.07070948363791027
GUAIFENESIN,0.06733850807477057
MIDODRINE,0.06725339163834877
bg_ph_first,0.06651101002188567
NITROGLYCERIN,0.06535003259587142
SODIUM POLYSTYRENE SULFONATE,0.06461186165395387
MINERAL,0.06017344957933233
QUETIAPINE,0.05652384573801592
PIPERACILLIN,0.05345448454801548
platelet_last,0.05143671270874725
