col_name,Agg
creatinine_last,38.74347778430895
FUROSEMIDE,35.8022212282643
creatinine_min,25.52108687511699
diasbp_last,24.60136416714437
POTASSIUM CHLORIDE,19.014702748441984
VANCOMYCIN,18.151753091675452
meanbp_first,17.484772808652185
age,17.12909835002393
potassium_max,16.658580224120048
INSULIN,16.632045516435177
tempc_min,15.843825162484226
potassium_min,15.30769961827615
ASPIRIN,15.040853384912074
tempc_first,14.911177180039992
electivesurgery,14.620821507807616
creatinine_max,12.559983085382363
glucose_max,12.55023115413696
BMI,12.078250587683147
MAGNESIUM SULF,12.004024279802644
hemoglobin_max,11.898536855812301
diasbp_first,11.536512496810818
sysbp_max,11.447607933589873
heartrate_last,11.249132969073536
bun_last,10.946429873369082
DOCUSATE,10.671816834952866
creatinine_first,10.575039423176264
heartrate_min,10.383511889046657
hemoglobin_first,10.183707081516532
hematocrit_first,9.929008792799998
SENNOSIDES,9.859922120148562
METOPROLOL,9.577938785781786
spo2_last,9.479170052537537
calcium_first,9.096592509112275
sodium_last,8.933745828734924
wbc_last,8.714293807247628
bg_ph_min,8.484906631645876
sysbp_last,8.136260804902195
hematocrit_min,8.134624091456962
bg_pao2_max,8.103632367882923
bilirubin_max,8.059236491583455
glucose_first,7.775966318510811
race_other,7.472766006428612
HEPARIN,7.411193477950448
glucose_last,7.411146921588924
CHLORHEXIDINE,7.346736132260881
spo2_max,7.253346215163696
spo2_min,7.16892756351158
meanbp_last,7.154807404243441
tempc_max,7.032926505759339
bg_paco2_first,6.803330718935116
PANTOPRAZOLE,6.4520749745011985
DEXTROSE,6.381112080764086
bun_min,6.160882083998018
ACETAMIN,6.147139666048232
hematocrit_last,5.804075097756332
meanbp_min,5.5723346373983595
bun_max,5.571846568736167
race_black,5.518579420936665
bg_baseexcess_last,5.300686854484414
platelet_last,5.185769253930608
sysbp_first,5.166486384113625
FENTANYL,4.916437113444317
AMIODARONE,4.801858379137345
albumin_last,4.772927215781171
bg_ph_last,4.711237221064239
diasbp_max,4.641312946715368
bg_pao2fio2ratio_first,4.639031559562561
bg_baseexcess_first,4.599001882565156
bg_baseexcess_max,4.582286246566995
bg_paco2_min,4.566672233549984
tempc_last,4.434834172307903
ONDANSETRON,4.313157771006624
hematocrit_max,4.302997202762357
ASPART,4.103104401508209
sodium_max,4.082946810874911
bun_first,3.943582268687424
bicarbonate_min,3.898692068909359
sodium_first,3.800415514953892
meanbp_max,3.786750634002312
albumin_max,3.725449085054774
inr_first,3.720145457212476
lactate_first,3.5130015984383363
bg_baseexcess_min,3.4561325236626854
diasbp_min,3.4467842869292724
urineoutput_sum,3.396695225004838
bg_paco2_max,3.390123359269158
