col_name,Agg
VANCOMYCIN,34.171158184276315
hematocrit_min,33.91598592422421
electivesurgery,29.020374266925828
sysbp_min,27.860130341976067
SODIUM CHLORIDE,25.98033544465741
age,25.854458613131285
hemoglobin_last,25.774598198641733
hemoglobin_max,24.74891974160029
tempc_max,23.5853477189939
bun_first,22.986730455708717
FENTANYL,22.064155243654277
heartrate_first,20.544501237326923
resprate_min,19.945643767624716
INSULIN,19.17899158386357
glucose_last,18.08102334296676
bg_paco2_last,17.963469391216485
bg_baseexcess_min,17.665896962171214
wbc_max,17.27791445837505
sodium_first,17.15015899260974
glucose_max,17.014621692104463
ONDANSETRON,16.952946117486174
PIPERACILLIN,16.080321722146913
diasbp_first,16.033941194890943
bicarbonate_first,15.526003197258602
wbc_last,15.499848375625527
sysbp_max,14.841590548752793
CEFAZOLIN,14.829229408862524
resprate_first,14.654857781760697
platelet_last,14.609786554799998
platelet_max,14.241200397689106
bg_pao2fio2ratio_last,14.177987890217072
bg_pao2fio2ratio_min,14.166280280390618
sodium_last,14.089956791533501
bg_pao2_first,14.007081349977925
bg_pao2fio2ratio_first,13.510633020594142
SENNOSIDES,13.024567797380227
hemoglobin_first,12.804181523998793
bicarbonate_last,12.765649079272842
hematocrit_first,12.465674506381934
METOPROLOL,12.462227554489337
sodium_min,12.217108311938576
bg_paco2_min,12.072531078452107
bicarbonate_max,11.465306434665449
wbc_first,11.421361184291827
calcium_min,11.256349419400197
glucose_min,11.204871689785474
lactate_last,11.180646621311755
bg_ph_first,10.69896384781815
albumin_first,10.325045545045322
IPRATROPIUM,10.098182060612062
NITROGLYCERIN,10.065911873963072
MORPHINE,9.900229659104005
potassium_min,9.87167926300153
FUROSEMIDE,9.729012825417911
lactate_first,9.687797943192034
bun_max,9.560979635557699
HYDROMORPHONE,9.498676380098297
bg_baseexcess_first,9.4744652195069
CARVEDILOL,9.078601939908463
spo2_last,9.00822889341413
inr_min,8.745999482256504
albumin_min,8.707055783530686
urineoutput_sum,8.655567799698234
meanbp_first,8.552222035581604
bg_ph_max,8.509234219760902
creatinine_first,8.465099809464734
platelet_first,8.232453465842593
diasbp_last,8.051401076237651
meanbp_last,8.009793876925478
bilirubin_max,7.8838747018874376
heartrate_min,7.858783986847797
CLOPIDOGREL,7.8074893069129505
bg_ph_min,7.718834527950575
bg_pao2_last,7.558511068096255
ALBUMIN,7.504701149963883
tempc_first,7.411815441603484
CEFEPIME,7.200965936540466
sysbp_first,7.194244474054901
OXYCODONE,7.056091322946425
AMIODARONE,6.925210178993801
ENOXAPARIN,6.7047480405815
platelet_min,6.678836245587089
LORAZEPAM,6.629864087512768
wbc_min,6.552144624297949
calcium_first,6.2500260171766655
potassium_last,6.144442092608413
hemoglobin_min,5.989834062531782
bicarbonate_min,5.933711950493986
calcium_max,5.861902719515889
diasbp_min,5.776303683829337
bun_last,5.575239305054525
