col_name,420,122,243,252,458,199,73,Agg
PIPERACILLIN,1321.001,0.0,2256.97,0.0,0.0,89.90662,7980.314,3892.5598
CEFEPIME,1155.9824,0.0,0.0,0.0,0.0,122.7858,188.19788,759.06104
CEFTRIAXONE,936.24567,0.0,0.0,0.0,0.0,0.0,25.11707,688.47974
MIDAZOLAM,744.6975,0.0,32.78274,168.29085,0.0,0.0,0.0,1590.9155
creatinine_first,694.11804,84.12146,292.19302,797.4883,864.06903,1103.4883,473.02798,2548.5337
resprate_first,573.9469,697.4369,515.6646,889.45386,385.96152,733.4098,1101.1593,4745.6055
tempc_max,543.3989,1430.6925,470.61322,604.0108,561.2957,1092.5657,596.89087,4312.9277
heartrate_first,493.472,701.1394,339.38797,339.72876,243.482,616.5509,944.32434,2639.3184
bilirubin_max,361.6133,43.310066,99.08754,12.149532,215.08635,89.68077,25.601297,412.4966
CEFAZOLIN,339.7176,0.0,0.0,249.33827,0.0,105.62027,1188.4241,1746.171
meanbp_last,327.85123,166.1251,116.6759,284.47983,451.0239,238.76689,439.2986,654.85736
glucose_min,302.2044,144.13002,217.42635,253.66602,264.94028,162.75899,643.82654,820.8271
resprate_max,293.9177,228.70248,565.7536,25.341883,643.25885,395.2297,194.46101,987.5475
is_female,288.66174,55.00719,45.986996,0.0,49.799305,9.898551,0.0,12.3119955
creatinine_min,278.3362,73.01908,307.65237,229.29672,197.30984,341.54886,469.0228,1056.3895
sysbp_first,263.73016,356.9188,300.68448,252.97299,348.72675,505.9553,450.38763,1084.4297
platelet_min,263.46655,106.31139,187.56075,329.17194,536.37415,285.10043,302.64355,373.91653
hemoglobin_min,255.92366,129.84007,113.15083,88.83531,29.503208,55.140488,180.37294,682.9005
METRONIDAZOLE,228.56113,0.0,0.0,0.0,0.0,0.0,0.0,108.06514
heartrate_last,225.26648,242.42421,255.88452,322.974,160.40607,136.20067,768.17523,1391.4441
sysbp_max,212.33652,250.91771,194.16443,378.4882,325.7876,343.94852,698.9694,811.1695
bg_ph_last,207.04257,383.2271,154.806,208.84972,306.16876,425.44327,185.23778,579.7245
inr_first,200.4216,33.187576,215.9627,66.79644,142.19576,226.06154,225.72786,862.8989
bg_pao2fio2ratio_last,194.15211,148.5116,226.58252,120.76628,154.03082,96.57263,353.90118,796.59
tempc_min,190.64615,182.1507,526.0423,642.9039,94.92564,255.117,578.5996,1047.2699
VANCOMYCIN,190.40611,0.0,7.496867,3754.0618,8.923486,1813.5327,826.4076,5735.3345
spo2_max,190.21173,44.393993,56.060677,51.56554,75.779854,239.18028,143.85399,221.0958
bg_pao2fio2ratio_max,182.59926,115.61906,98.87562,195.96451,287.0816,291.17862,249.63461,1227.6337
diasbp_min,181.85042,340.21252,148.10298,91.0105,534.45435,641.26086,970.12494,1803.1196
creatinine_last,180.55887,122.6639,317.48416,233.66751,71.13691,372.31744,353.13147,916.2635
age,178.54549,1137.6038,232.91315,198.86302,401.17902,526.0311,748.56885,862.61
diasbp_first,171.16058,300.7456,400.69937,184.91087,60.89892,513.8893,1462.7324,964.9332
glucose_last,168.77449,206.05737,108.85753,90.72373,673.177,183.33133,643.75287,599.9999
lactate_last,167.86864,150.0563,450.43127,152.68674,190.95183,190.81503,1195.6556,861.0717
bg_pao2fio2ratio_min,167.7366,97.40468,168.08943,125.515015,157.71143,99.16242,598.83484,1406.1752
bg_pao2_max,155.6657,371.75394,251.66058,237.61415,224.57385,293.29373,917.44775,2178.4246
wbc_last,152.86565,77.83623,328.53598,478.43896,397.08835,441.4744,1777.7532,2131.1914
BMI,151.72227,356.6876,345.57776,665.9162,187.25362,418.70557,1211.6721,1609.1289
calcium_first,151.01456,95.16746,103.54626,78.04466,318.57263,493.52362,239.57436,810.2624
potassium_first,149.72597,170.19145,162.88382,230.04677,66.971725,256.7734,205.5134,946.9275
bicarbonate_first,148.57489,353.9808,348.87646,119.06753,391.36984,219.21216,783.95386,950.9607
AMINOCAPROIC ACID,148.41402,0.0,0.0,0.0,0.0,0.0,0.0,35.51812
ONDANSETRON,147.63487,0.0,51.86913,145.25519,0.0,12.09507,97.76095,227.59955
hemoglobin_first,146.35439,22.970427,369.5701,287.525,22.177908,60.511482,190.3135,647.53455
urineoutput_sum,135.89915,288.58923,341.27298,318.73453,503.27866,265.34305,202.0816,1433.6454
bg_baseexcess_last,135.05298,48.379063,70.84363,159.64119,270.12607,169.25082,49.34259,3336.52
creatinine_max,134.30948,79.77536,415.54745,175.72296,986.57,203.56938,511.30017,2928.3796
bg_pao2_last,132.26686,188.35588,127.058334,197.80727,187.71786,193.02937,548.2832,521.19885
meanbp_min,131.27171,280.01614,409.09314,310.7712,275.64142,88.13708,158.5834,1075.5968
potassium_min,131.19128,104.630806,63.717052,31.763481,345.83636,131.4584,273.8238,1370.875
lactate_first,129.06404,43.00976,250.10812,197.69252,93.18444,137.41112,302.95517,817.8488
diasbp_last,128.37157,342.78284,244.18079,179.422,206.17824,352.7203,518.0354,1146.6431
hemoglobin_last,127.359055,83.040665,243.0454,352.28177,289.7628,48.61482,127.84003,272.141
lactate_max,125.352295,38.124775,327.0224,55.691357,110.27575,249.70685,205.32074,587.5313
bg_pao2fio2ratio_first,124.21387,288.17523,172.49112,383.23682,203.44545,192.98889,257.49338,812.66174
heartrate_min,119.68946,670.3506,257.18344,399.48544,116.11595,104.27698,644.41364,1262.0662
